model,lambda,epoch,loss,accuracy,kappa
Model4,-100.0,1,0.9118907467542396,66.66666666666667,0.5521186590194702
Model4,-100.0,2,0.7642893200608085,72.23493516399695,0.625636875629425
Model4,-100.0,3,0.7419586699941884,68.1159420289855,0.57381671667099
Model4,-100.0,4,0.675209024064328,73.37909992372235,0.6412564516067505
Model4,-100.0,5,0.7007841658014818,69.03127383676583,0.5870353579521179
Model4,-100.0,6,0.6268755114324033,77.2692601067887,0.6940128207206726
Model4,-100.0,7,0.5985193977048614,74.52326468344775,0.6586783528327942
Model4,-100.0,8,0.6862277731606289,72.61632341723875,0.6321384906768799
Model4,-100.0,9,0.8319085158981684,67.42944317315026,0.5628219246864319
Model4,-100.0,10,0.6920654706878575,72.46376811594203,0.6315035820007324
Model4,-100.0,11,0.5262694240616624,78.71853546910755,0.713357150554657
Model4,-100.0,12,0.5475325039513323,78.56598016781084,0.7111359238624573
Model4,-100.0,13,0.5681415257519388,78.26086956521739,0.7067072987556458
Model4,-100.0,14,0.5205128247004989,80.09153318077803,0.7311460375785828
Model4,-100.0,15,0.536495237042211,79.09992372234935,0.7177421450614929
Model4,-100.0,16,0.4925644752590098,80.39664378337147,0.7357615828514099
Model4,-100.0,17,0.5084469735304151,79.7864225781846,0.727744460105896
Model4,-100.0,18,0.5165276289395391,77.65064836003052,0.6993453502655029
Model4,-100.0,19,0.6380918327630885,72.84515636918383,0.635513424873352
Model4,-100.0,20,0.5658286923811147,79.71014492753623,0.7249869108200073
Model4,-100.0,21,0.4912850068417512,80.85430968726163,0.7420161962509155
Model4,-100.0,22,0.5571820580213693,79.17620137299771,0.7191299200057983
Model4,-100.0,23,0.4666629423402267,82.30358504958048,0.7612100839614868
Model4,-100.0,24,0.4985183960694925,80.47292143401984,0.7365405559539795
Model4,-100.0,25,0.4926760246697316,80.01525553012968,0.7306779026985168
Model4,-100.0,26,0.509233082175073,81.00686498855835,0.7436406016349792
Model4,-100.0,27,0.5001866685853125,79.71014492753623,0.7271462678909302
Model4,-100.0,28,0.4936515972597921,80.85430968726163,0.7425242066383362
Model4,-100.0,29,0.4256484109445167,84.74446987032799,0.7944023609161377
Model4,-100.0,30,0.45011065087638497,82.22730739893211,0.7602807283401489
Model4,-100.0,31,0.42715684252327224,83.75286041189932,0.781020998954773
Model4,-100.0,32,0.48697500723086634,80.09153318077803,0.7318684458732605
Model4,-100.0,33,0.43258776346933375,83.14263920671243,0.7729528546333313
Model4,-100.0,34,0.4662292428729554,82.0747520976354,0.758509635925293
