model,lambda,epoch,loss,accuracy,kappa
Model1,50.0,4,1.2489623228708904,48.58886346300534,0.3077089488506317
Model1,50.0,5,1.2370076034016322,49.35163996948894,0.31947585940361023
Model1,50.0,6,1.2286335423554653,53.2418001525553,0.37371912598609924
Model1,50.0,7,1.2203715543179545,51.56369183829138,0.3514411151409149
Model1,50.0,8,1.2145471334639257,53.546910755148744,0.3779337704181671
Model1,50.0,9,1.2112456416465416,53.47063310450038,0.37703609466552734
Model1,50.0,10,1.2034899093648297,54.3859649122807,0.3894594609737396
Model1,50.0,11,1.1955120557141976,51.63996948893974,0.35356834530830383
Model1,50.0,12,1.1884356327951637,54.46224256292906,0.39010709524154663
Model1,50.0,13,1.1808553130275687,54.23340961098398,0.38860031962394714
Model1,50.0,14,1.1742831569514505,50.9534706331045,0.34465646743774414
Model1,50.0,15,1.1663215625022405,54.53852021357742,0.3922327160835266
Model1,50.0,16,1.1612103017207596,54.30968726163234,0.3895666003227234
Model1,50.0,17,1.1562670951213299,54.08085430968726,0.3869382441043854
Model1,50.0,18,1.1496713519732884,54.004576659038904,0.3844696879386902
Model1,50.0,19,1.1475668798231333,54.61479786422578,0.3941713571548462
Model1,50.0,20,1.1409510998758625,54.46224256292906,0.3905530273914337
Model1,50.0,21,1.1369761327675152,54.23340961098398,0.38884401321411133
Model1,50.0,22,1.1300850170973509,54.61479786422578,0.39316463470458984
Model1,50.0,23,1.126123701407653,53.546910755148744,0.3789078891277313
Model1,50.0,24,1.1237436119242536,55.68268497330282,0.40836963057518005
Model1,50.0,25,1.118584220414849,55.83524027459954,0.41016843914985657
Model1,50.0,26,1.1173358936968147,56.216628527841344,0.41554805636405945
Model1,50.0,27,1.1122830767926144,55.37757437070938,0.40412983298301697
Model1,50.0,28,1.1068297310879356,55.530129672006105,0.40610191226005554
Model1,50.0,29,1.104477223869865,56.2929061784897,0.41641947627067566
Model1,50.0,30,1.1010322137064465,55.68268497330282,0.407481849193573
Model1,50.0,31,1.098446690108738,56.216628527841344,0.41525784134864807
Model1,50.0,32,1.0965227970269507,55.68268497330282,0.40823590755462646
Model1,50.0,33,1.0913749766386165,56.06407322654462,0.41326016187667847
Model1,50.0,34,1.0888559699149463,56.14035087719298,0.4145612120628357
Model1,50.0,35,1.0883533862781016,55.758962623951184,0.40868520736694336
Model1,50.0,36,1.0832425252251003,55.9115179252479,0.4117438793182373
Model1,50.0,37,1.0808297988570073,55.68268497330282,0.40843304991722107
Model1,50.0,38,1.080989312252682,56.06407322654462,0.4130220413208008
Model1,50.0,39,1.0775260276052445,55.68268497330282,0.4081517457962036
Model1,50.0,40,1.073964932645031,56.216628527841344,0.41604331135749817
Model1,50.0,41,1.0726792349058831,55.758962623951184,0.40920206904411316
Model1,50.0,42,1.0695228622579829,56.445461479786424,0.4183262288570404
Model1,50.0,43,1.0664226115886535,56.97940503432494,0.42577293515205383
Model1,50.0,44,1.0700094008336625,56.2929061784897,0.4166940450668335
Model1,50.0,45,1.0657040661841655,56.2929061784897,0.41692090034484863
Model1,50.0,46,1.059711367869359,57.20823798627002,0.42923828959465027
Model1,50.0,47,1.056981747292272,56.75057208237986,0.4220951795578003
Model1,50.0,48,1.0587855164646467,56.598016781083146,0.420040488243103
Model1,50.0,49,1.051901500521499,57.513348588863465,0.4330267310142517
Model1,50.0,50,1.0566461206300852,56.14035087719298,0.416106641292572
Model1,100.0,1,1.3502961949116397,35.46910755148741,0.12330359220504761
Model1,100.0,2,1.2940434686652038,47.59725400457666,0.28070068359375
Model1,100.0,3,1.2517081289960628,43.7070938215103,0.23620577156543732
Model1,100.0,4,1.2297423085031576,48.893974065598776,0.3117738366127014
Model1,100.0,5,1.2170444694209153,48.43630816170862,0.30766761302948
Model1,100.0,6,1.2083541697713822,49.96186117467582,0.33051687479019165
Model1,100.0,7,1.1997339605466726,49.4279176201373,0.3238562345504761
Model1,100.0,8,1.192874140452102,48.81769641495042,0.3156927824020386
Model1,100.0,9,1.1868063010485639,50.1906941266209,0.33420825004577637
Model1,100.0,10,1.1813661045558939,50.80091533180778,0.3428587317466736
Model1,100.0,11,1.1762315326751778,50.11441647597254,0.33419063687324524
Model1,100.0,12,1.1693231556635608,51.41113653699466,0.3507080674171448
Model1,100.0,13,1.1602310871550547,51.63996948893974,0.35441187024116516
Model1,100.0,14,1.1540649199103872,51.56369183829138,0.3535366952419281
Model1,100.0,15,1.1442653220814663,52.0976353928299,0.3602055311203003
Model1,100.0,16,1.1348976033230396,53.546910755148744,0.37973445653915405
Model1,100.0,17,1.1305477285457877,53.775743707093824,0.3829495906829834
Model1,100.0,18,1.125501743443225,55.1487414187643,0.399969220161438
Model1,100.0,19,1.125773995546418,53.775743707093824,0.3828561007976532
Model1,100.0,20,1.1163847812889733,55.1487414187643,0.4001947045326233
Model1,100.0,21,1.1145030723829292,54.004576659038904,0.3858984112739563
Model1,100.0,22,1.1074434691581174,55.9115179252479,0.41020408272743225
Model1,100.0,23,1.1020730890271138,56.06407322654462,0.41229158639907837
Model1,100.0,24,1.1014732870775539,55.37757437070938,0.40416455268859863
Model1,100.0,25,1.0936870980499174,56.75057208237986,0.4220304489135742
Model1,100.0,26,1.090142856473508,57.284515636918385,0.42904072999954224
Model1,100.0,27,1.0837840949370605,57.13196033562166,0.42690134048461914
Model1,100.0,28,1.0842105771274988,56.598016781083146,0.42026498913764954
Model1,100.0,29,1.0814341521281308,56.598016781083146,0.42075252532958984
Model1,100.0,30,1.0778369919022561,57.4370709382151,0.4306255578994751
Model1,100.0,31,1.0752125603383411,57.36079328756674,0.43072301149368286
Model1,100.0,32,1.0760525284515456,56.36918382913806,0.4175451397895813
Model1,100.0,33,1.0656197323406316,57.4370709382151,0.4315374791622162
Model1,100.0,34,1.0665488672747492,56.75057208237986,0.4230290949344635
Model1,100.0,35,1.0644527297270925,57.4370709382151,0.43159574270248413
Model1,100.0,36,1.059902800620739,56.826849733028226,0.4241298735141754
Model1,100.0,37,1.0573008892010587,56.674294431731504,0.42174220085144043
Model1,100.0,38,1.056386521397248,57.4370709382151,0.43151095509529114
Model1,100.0,39,1.049400654664756,57.742181540808545,0.4357834458351135
Model1,100.0,40,1.0476028124036723,57.284515636918385,0.43023842573165894
Model1,100.0,41,1.0461561371587234,57.20823798627002,0.4288473427295685
Model1,100.0,42,1.0437229206596597,57.66590389016018,0.43467938899993896
Model1,100.0,43,1.0390645308770996,57.89473684210526,0.43821436166763306
Model1,100.0,44,1.0462082206611867,56.90312738367658,0.4253920912742615
Model1,100.0,45,1.0363131132314989,56.06407322654462,0.4153832495212555
Model1,100.0,46,1.030957543604434,58.27612509534706,0.44403204321861267
Model1,100.0,47,1.026877046176989,57.513348588863465,0.4326514005661011
Model1,100.0,48,1.0277076782296397,57.8184591914569,0.43643543124198914
Model1,100.0,49,1.0210940206805592,57.13196033562166,0.42893490195274353
Model1,100.0,50,1.0250513638184326,55.987795575896264,0.4148711860179901
Model1,500.0,1,1.3439157877506689,30.968726163234173,0.0011920297984033823
Model1,500.0,2,1.289892506090218,44.241037376048816,0.23089125752449036
Model1,500.0,3,1.2564653118178646,43.02059496567506,0.23078063130378723
Model1,500.0,4,1.244887914119287,49.65675057208238,0.32369914650917053
Model1,500.0,5,1.2394582226838344,44.241037376048816,0.25173336267471313
Model1,500.0,6,1.241308435604465,46.14797864225782,0.27788209915161133
Model1,500.0,7,1.2426229740807704,45.6140350877193,0.2715270519256592
Model1,500.0,8,1.2433217874835412,45.30892448512586,0.267721027135849
Model1,500.0,9,1.2435323395499922,45.6140350877193,0.27197638154029846
Model1,500.0,10,1.2419303501952612,46.83447749809306,0.2887638509273529
Model1,500.0,11,1.2394413174244396,45.995423340961096,0.27761006355285645
Model1,500.0,12,1.2394559830768157,46.14797864225782,0.27957504987716675
Model1,500.0,13,1.2394779124030806,45.91914569031274,0.27647992968559265
Model1,500.0,14,1.23935640131036,45.69031273836766,0.27339813113212585
Model1,500.0,15,1.2391741459466046,45.6140350877193,0.27234703302383423
Model1,500.0,16,1.2391806638122604,45.53775743707094,0.2713230848312378
Model1,500.0,17,1.2390056499354627,45.53775743707094,0.2713196873664856
Model1,500.0,18,1.2388303004358672,45.84286803966438,0.27540528774261475
Model1,500.0,19,1.2386680487728046,45.76659038901602,0.2743915319442749
Model1,500.0,20,1.238566517648035,45.53775743707094,0.2713196873664856
Model1,500.0,21,1.2383754814425831,45.2326468344775,0.267276793718338
Model1,500.0,22,1.2381997305777672,45.30892448512586,0.2682323753833771
Model1,500.0,23,1.2381855100279633,45.46147978642258,0.2701422870159149
Model1,500.0,24,1.2380877154915502,45.6140350877193,0.27222636342048645
Model1,500.0,25,1.2378343632892286,45.46147978642258,0.2701542377471924
Model1,500.0,26,1.237679362115198,45.38520213577422,0.2691061496734619
Model1,500.0,27,1.237480440365277,45.00381388253242,0.2639746367931366
Model1,500.0,28,1.23718626020884,44.012204424103736,0.25067922472953796
Model1,500.0,29,1.2369575144951803,43.401983218916854,0.2424910068511963
Model1,500.0,30,1.2366112539733665,43.401983218916854,0.24249807000160217
Model1,500.0,31,1.2364716896294274,43.24942791762014,0.24044211208820343
Model1,500.0,32,1.2362114765733185,43.325705568268496,0.2414701133966446
Model1,500.0,33,1.2360387284004624,43.173150266971774,0.2394176423549652
Model1,500.0,34,1.2357472741449271,43.24942791762014,0.24044562876224518
Model1,500.0,35,1.235441640076248,43.24942791762014,0.24044562876224518
Model1,500.0,36,1.2352292192155037,43.24942791762014,0.24044562876224518
Model1,500.0,37,1.2349650819823543,43.24942791762014,0.24044562876224518
Model1,500.0,38,1.2348377692799455,43.173150266971774,0.23936612904071808
Model1,500.0,39,1.234710501406049,43.173150266971774,0.23936612904071808
Model1,500.0,40,1.23433760656463,43.401983218916854,0.24243612587451935
Model1,500.0,41,1.2341329358535174,43.24942791762014,0.24038708209991455
Model1,500.0,42,1.2339389640624792,43.325705568268496,0.24142225086688995
Model1,500.0,43,1.2337459149386116,43.325705568268496,0.24142225086688995
Model1,500.0,44,1.233506012744889,43.47826086956522,0.2434748113155365
Model1,500.0,45,1.2332437627648325,43.7070938215103,0.24655526876449585
Model1,500.0,46,1.2330644989995716,43.7070938215103,0.24655526876449585
Model1,500.0,47,1.2327755213147533,43.783371472158656,0.24758321046829224
Model1,500.0,48,1.2325851399874888,43.783371472158656,0.24758321046829224
Model1,500.0,49,1.2323824463683535,43.93592677345538,0.24964259564876556
Model1,500.0,50,1.2321152133308777,43.93592677345538,0.24964259564876556
