model,lambda,epoch,loss,accuracy,kappa
Model3,-100.0,1,0.3594073093472383,85.57692307692308,0.6739130020141602
Model3,-100.0,2,0.3434472229236212,87.33974358974359,0.7124660015106201
Model3,-100.0,3,0.7398978720108668,68.42948717948718,0.19013366103172302
Model3,-100.0,4,0.522682785987854,79.8076923076923,0.5181643962860107
Model3,-100.0,5,0.2810510182992006,91.02564102564102,0.8010658025741577
Model3,-100.0,6,0.2541208498370953,91.02564102564102,0.8048781156539917
Model3,-100.0,7,0.29364784931143123,91.18589743589743,0.8033958673477173
Model3,-100.0,8,0.28275445624230766,90.38461538461539,0.7864768505096436
Model3,-100.0,9,0.2821936927353724,89.1025641025641,0.7584369778633118
Model3,-100.0,10,0.5675013744964813,76.12179487179488,0.4173998236656189
Model3,-100.0,11,0.4954435055454572,79.8076923076923,0.5181643962860107
Model3,-100.0,12,0.3742135789914009,87.17948717948718,0.7147949934005737
Model3,-100.0,13,0.34538381212414837,87.98076923076923,0.7270246148109436
Model3,-100.0,14,0.3975862183679755,84.93589743589743,0.6512059569358826
Model3,-100.0,15,0.3172690941928289,89.42307692307692,0.7617328763008118
Model3,-100.0,16,0.33741002873732495,88.62179487179488,0.7420526742935181
Model3,-100.0,17,0.32459794357419014,89.58333333333333,0.7659766674041748
Model3,-100.0,18,0.4064084929294693,84.2948717948718,0.6350093483924866
Model3,-100.0,19,0.3637658715821229,86.53846153846153,0.6911765336990356
Model3,-100.0,20,0.33127014310314107,88.78205128205128,0.7463768720626831
Model3,-100.0,21,0.33486634650482583,88.14102564102564,0.7309090495109558
Model3,-100.0,22,0.3403797883253831,87.66025641025641,0.7192343473434448
Model3,-100.0,23,0.35087193734943867,86.85897435897436,0.6996337175369263
Model3,-100.0,24,0.3652839807029336,86.37820512820512,0.6872125267982483
Model3,-100.0,25,0.3471375623097022,87.82051282051282,0.7231329679489136
Model3,-100.0,26,0.3491648379474496,86.53846153846153,0.6917431950569153
Model3,-100.0,27,0.3799588485405995,85.57692307692308,0.6672828197479248
Model3,-100.0,28,0.3515175381341042,86.69871794871794,0.6956920027732849
Model3,-100.0,29,0.38392319950537807,85.57692307692308,0.6672828197479248
Model3,-100.0,30,0.3368799365961399,88.30128205128206,0.7347865700721741
Model3,-100.0,31,0.3736217158058515,86.21794871794872,0.6832413077354431
Model3,-100.0,32,0.3274757277029447,89.26282051282051,0.7579041719436646
Model3,-100.0,33,0.34531068878296095,87.33974358974359,0.7114155888557434
Model3,-100.0,34,0.375185178927122,86.0576923076923,0.679262638092041
Model3,-100.0,35,0.35818002621332806,86.53846153846153,0.6911765336990356
Model3,-100.0,36,0.360277054974666,86.53846153846153,0.6917431950569153
Model3,-100.0,37,0.398687246757058,84.2948717948718,0.6350093483924866
Model3,-100.0,38,0.3776349210395263,85.8974358974359,0.6752768754959106
Model3,-100.0,39,0.3527093419852929,86.69871794871794,0.6951331496238708
Model3,-100.0,40,0.38252090349888956,85.57692307692308,0.6672828197479248
Model3,-100.0,41,0.3610179385600182,86.53846153846153,0.6917431950569153
Model3,-100.0,42,0.34908458428123057,86.69871794871794,0.6956920027732849
Model3,-100.0,43,0.3531195693768752,87.17948717948718,0.7074954509735107
Model3,-100.0,44,0.3724416083393571,86.21794871794872,0.6832413077354431
Model3,-100.0,45,0.3422932341599312,87.82051282051282,0.7231329679489136
Model3,-100.0,46,0.35055367514873165,87.33974358974359,0.7114155888557434
Model3,-100.0,47,0.353264828857321,86.53846153846153,0.6917431950569153
Model3,-100.0,48,0.332266396866777,88.78205128205128,0.7463768720626831
Model3,-100.0,49,0.3530198977066156,86.53846153846153,0.6917431950569153
Model3,-100.0,50,0.3681982619067033,86.21794871794872,0.6838236451148987
Model3,0.0,1,0.343471035743371,84.13461538461539,0.6646909117698669
Model3,0.0,2,0.3447611377789424,86.85897435897436,0.7034358382225037
Model3,0.0,3,0.6670392143707244,71.7948717948718,0.2917505204677582
Model3,0.0,4,0.44128049661715824,83.33333333333333,0.6148148775100708
Model3,0.0,5,0.327145042996376,88.78205128205128,0.7482014894485474
Model3,0.0,6,0.3466889512940095,89.90384615384616,0.7739911079406738
Model3,0.0,7,0.8890914356646439,72.11538461538461,0.3012048006057739
Model3,0.0,8,0.3546086863542979,88.14102564102564,0.7323688864707947
Model3,0.0,9,0.29633356048128545,90.06410256410257,0.7801418304443359
Model3,0.0,10,0.2808079469280365,91.50641025641026,0.8164501786231995
Model3,0.0,11,0.40856063447128504,87.17948717948718,0.7069597244262695
Model3,0.0,12,0.5649654128445456,80.12820512820512,0.5276190638542175
Model3,0.0,13,0.9309624941864362,75.16025641025641,0.38916265964508057
Model3,0.0,14,0.617646553059622,82.37179487179488,0.5856873989105225
Model3,0.0,15,0.9701716480567717,70.83333333333333,0.26315781474113464
Model3,0.0,16,0.4059876876716048,88.14102564102564,0.7309090495109558
Model3,0.0,17,0.5158767086716417,84.4551282051282,0.6390697360038757
Model3,0.0,18,0.6584247107593677,80.28846153846153,0.5309819579124451
Model3,0.0,19,0.49445127804453176,85.41666666666667,0.6632747650146484
Model3,0.0,20,0.5989616895631815,82.53205128205128,0.5898401141166687
Model3,0.0,21,0.4784045487893029,85.8974358974359,0.6752768754959106
Model3,0.0,22,0.5332465270498338,84.4551282051282,0.6390697360038757
Model3,0.0,23,0.4971332502408096,85.25641025641026,0.6592592597007751
Model3,0.0,24,0.5264958794503354,84.93589743589743,0.6512059569358826
Model3,0.0,25,0.4902079264060236,86.21794871794872,0.6832413077354431
Model3,0.0,26,0.5048182526519761,85.41666666666667,0.6632747650146484
Model3,0.0,27,0.5444598746820329,84.13461538461539,0.6309412717819214
Model3,0.0,28,0.47979864788552123,85.8974358974359,0.6752768754959106
Model3,0.0,29,0.5992882134458528,82.8525641025641,0.5981221199035645
Model3,0.0,30,0.4841263845252494,86.0576923076923,0.679262638092041
Model3,0.0,31,0.5462525126894411,84.13461538461539,0.6309412717819214
Model3,0.0,32,0.48183772823988247,86.21794871794872,0.6832413077354431
Model3,0.0,33,0.49977952410252047,85.25641025641026,0.6592592597007751
Model3,0.0,34,0.541367655309538,84.4551282051282,0.6390697360038757
Model3,0.0,35,0.5441951614458305,84.4551282051282,0.6390697360038757
Model3,0.0,36,0.5370396699828024,84.2948717948718,0.6350093483924866
Model3,0.0,37,0.6200556050932321,82.21153846153847,0.5815269351005554
Model3,0.0,38,0.5460865292220544,84.2948717948718,0.6350093483924866
Model3,0.0,39,0.5229244153612317,84.4551282051282,0.6390697360038757
Model3,0.0,40,0.56678003198109,83.97435897435898,0.6268657445907593
Model3,0.0,41,0.5230415986301616,84.61538461538461,0.6431227326393127
Model3,0.0,42,0.5412153951608791,84.2948717948718,0.6350093483924866
Model3,0.0,43,0.5197557558138401,84.77564102564102,0.6471680998802185
Model3,0.0,44,0.523619621920471,84.4551282051282,0.6390697360038757
Model3,0.0,45,0.4867595490665199,86.0576923076923,0.679262638092041
Model3,0.0,46,0.5143019123993909,84.77564102564102,0.6471680998802185
Model3,0.0,47,0.5084119129937906,85.41666666666667,0.6632747650146484
Model3,0.0,48,0.48744951964666444,86.0576923076923,0.679262638092041
Model3,0.0,49,0.5219140001333867,84.77564102564102,0.6471680998802185
Model3,0.0,50,0.5585744159940916,83.97435897435898,0.6268657445907593
Model3,50.0,1,0.4044773187010716,82.05128205128206,0.5813084244728088
