model,lambda,epoch,loss,accuracy,kappa
Model4,-100.0,1,0.4378823026632651,80.60897435897436,0.5713021159172058
Model4,-100.0,2,0.450647594837042,80.92948717948718,0.5948936343193054
Model4,-100.0,3,0.4993593366100238,75.80128205128206,0.4220096170902252
Model4,-100.0,4,0.42454513907432556,81.41025641025641,0.5719558000564575
Model4,-100.0,5,0.556861801025195,73.5576923076923,0.3471810221672058
Model4,-100.0,6,0.6425769474261847,69.71153846153847,0.23092569410800934
Model4,-100.0,7,0.38235226693825847,86.0576923076923,0.707317054271698
Model4,-100.0,8,0.4426031571168166,83.33333333333333,0.6238698959350586
Model4,-100.0,9,0.5221413241173977,78.0448717948718,0.4735831022262573
Model4,-100.0,10,0.7215685693976971,69.39102564102564,0.22278721630573273
Model4,-100.0,11,0.4378735797527509,84.61538461538461,0.6477064490318298
Model4,-100.0,12,0.6593077305990916,72.91666666666667,0.32869911193847656
Model4,-100.0,13,0.5727784840915447,76.76282051282051,0.4374392628669739
Model4,-100.0,14,0.41713808667965424,85.25641025641026,0.6636196970939636
Model4,-100.0,15,0.3997589227480766,86.37820512820512,0.6923076510429382
Model4,-100.0,16,0.4258270319073628,84.4551282051282,0.6423962712287903
Model4,-100.0,17,0.44138504048952687,83.17307692307692,0.6093023419380188
Model4,-100.0,18,0.4537032450047823,82.53205128205128,0.5929039120674133
Model4,-100.0,19,0.44420852951514417,83.17307692307692,0.6085741519927979
Model4,-100.0,20,0.4387924831647139,83.49358974358974,0.6167442202568054
Model4,-100.0,21,0.4394922294677832,83.49358974358974,0.6167442202568054
Model4,-100.0,22,0.4294691114471509,84.4551282051282,0.6423962712287903
Model4,-100.0,23,0.4014439447185932,85.8974358974359,0.6794171929359436
Model4,-100.0,24,0.4350856013405017,83.81410256410257,0.6262719631195068
Model4,-100.0,25,0.43335274654703265,83.65384615384616,0.6222223043441772
Model4,-100.0,26,0.4495138361667975,83.01282051282051,0.60447758436203
Model4,-100.0,27,0.4602053285791324,82.05128205128206,0.5805243253707886
Model4,-100.0,28,0.4702827598995123,81.57051282051282,0.5672624111175537
Model4,-100.0,29,0.4419122741390497,83.33333333333333,0.6133829951286316
Model4,-100.0,30,0.4389734126818486,83.65384615384616,0.6222223043441772
Model4,-100.0,31,0.4354879641189025,83.33333333333333,0.6141002774238586
Model4,-100.0,32,0.4591322741829432,82.37179487179488,0.5880149602890015
Model4,-100.0,33,0.4515209592496737,83.01282051282051,0.6052141189575195
Model4,-100.0,34,0.436552746173663,84.13461538461539,0.63434898853302
Model4,-100.0,35,0.479073524952699,81.08974358974359,0.5547170639038086
Model4,-100.0,36,0.4328108871212372,84.2948717948718,0.6383764147758484
Model4,-100.0,37,0.4806411682795256,80.76923076923077,0.5463138222694397
Model4,-100.0,38,0.4281907563026135,84.4551282051282,0.6423962712287903
Model4,-100.0,39,0.4375213419015591,83.97435897435898,0.630314290523529
