model,lambda,epoch,loss,accuracy,kappa
Model2,0.0,13,0.28945584289538556,89.58333333333333,0.7725285291671753
Model2,0.0,14,0.3413823157166823,88.78205128205128,0.753086507320404
Model2,0.0,15,0.5305534389634163,79.48717948717949,0.5105162262916565
Model2,0.0,16,0.32583812528695816,89.74358974358974,0.7754386067390442
Model2,0.0,17,0.2764379458549695,90.22435897435898,0.7901977896690369
Model2,0.0,18,0.9487780205821857,70.03205128205128,0.2390640377998352
Model2,0.0,19,0.5719028284343389,79.00641025641026,0.49760308861732483
Model2,0.0,20,0.27329500497151643,90.86538461538461,0.8005249500274658
Model2,0.0,21,0.3363580514605229,88.62179487179488,0.7502198815345764
Model2,0.0,22,0.4460362209102664,84.4551282051282,0.6410730481147766
Model2,0.0,23,0.7549807497491248,74.35897435897436,0.36633673310279846
Model2,0.0,24,0.47662207964234626,83.81410256410257,0.6248838901519775
Model2,0.0,25,0.7374901665995518,76.28205128205128,0.4207436144351959
Model2,0.0,26,0.3488993495225142,88.14102564102564,0.7352414727210999
Model2,0.0,27,0.4517206036700652,85.25641025641026,0.660516619682312
Model2,0.0,28,0.42265005615086126,86.21794871794872,0.6849817633628845
Model2,0.0,29,0.6128210277559284,81.08974358974359,0.5521822571754456
Model2,0.0,30,0.5320328458164556,82.8525641025641,0.5981221199035645
Model2,0.0,31,0.4487693164593134,85.41666666666667,0.6645161509513855
Model2,0.0,32,0.4345529732795862,85.8974358974359,0.6758748292922974
Model2,0.0,33,0.49448538762636673,84.61538461538461,0.6431227326393127
Model2,0.0,34,0.5409984194721358,82.05128205128206,0.5773585438728333
Model2,0.0,35,0.4733483490223686,85.09615384615384,0.6558742523193359
Model2,0.0,36,0.4679762652048316,85.25641025641026,0.6598891019821167
Model2,0.0,37,0.5039438328060967,84.13461538461539,0.6309412717819214
Model2,0.0,38,0.4857184398585023,84.77564102564102,0.6478220820426941
Model2,0.0,39,0.544594443952426,82.37179487179488,0.5856873989105225
Model2,0.0,40,0.547056926915852,82.37179487179488,0.5856873989105225
Model2,0.0,41,0.546033554435827,82.21153846153847,0.5815269351005554
Model2,0.0,42,0.5696676878783947,81.73076923076923,0.5689982175827026
Model2,0.0,43,0.5098747200308702,83.65384615384616,0.6186916828155518
Model2,0.0,44,0.4958275863184379,84.77564102564102,0.6471680998802185
Model2,0.0,45,0.5507550979725634,82.21153846153847,0.5815269351005554
Model2,0.0,46,0.508540104310482,83.81410256410257,0.6227824687957764
Model2,0.0,47,0.4867732979548283,85.09615384615384,0.6552363634109497
Model2,0.0,48,0.5386206593531637,82.53205128205128,0.5898401141166687
Model2,0.0,49,0.5592326433994831,81.89102564102564,0.5731821656227112
Model2,0.0,50,0.5604847839866312,82.21153846153847,0.5815269351005554
Model2,50.0,1,0.4478175059342996,78.52564102564102,0.5091575980186462
Model2,50.0,2,0.39912636692707354,81.57051282051282,0.5874439477920532
Model2,50.0,3,0.41228708777672207,80.76923076923077,0.5571955442428589
Model2,50.0,4,0.7088841446317159,64.90384615384616,0.08079743385314941
Model2,50.0,5,0.4069666938904004,83.01282051282051,0.6074073910713196
Model2,50.0,6,0.3972347256464836,82.05128205128206,0.5789473652839661
Model2,50.0,7,0.5115053071998633,76.6025641025641,0.4319067597389221
Model2,50.0,8,0.3891823364373965,85.73717948717949,0.6841171979904175
Model2,50.0,9,0.34231611169301546,87.33974358974359,0.7181088924407959
Model2,50.0,10,0.2996920102681869,87.33974358974359,0.732882559299469
Model2,50.0,11,0.35734589340595097,86.69871794871794,0.6973564028739929
Model2,50.0,12,0.3652643686494766,86.0576923076923,0.6816102862358093
Model2,50.0,13,0.3301113845828252,87.66025641025641,0.7227723002433777
Model2,50.0,14,0.3131301670502394,88.62179487179488,0.7471059560775757
Model2,50.0,15,0.39564712679921055,83.17307692307692,0.6071094870567322
Model2,50.0,16,0.4615369803057267,80.44871794871794,0.53700190782547
Model2,50.0,17,0.40766483779327994,83.17307692307692,0.6078432202339172
Model2,50.0,18,0.37627884860222155,86.21794871794872,0.6844037771224976
Model2,50.0,19,0.34466072840568346,87.98076923076923,0.7289972901344299
Model2,50.0,20,0.3863770795556215,84.4551282051282,0.6404077410697937
Model2,50.0,21,0.38561160604541117,84.93589743589743,0.6537753343582153
Model2,50.0,22,0.408652190453349,84.4551282051282,0.6404077410697937
Model2,50.0,23,0.43261204187113506,81.89102564102564,0.5747882723808289
Model2,50.0,24,0.4255621810085498,82.21153846153847,0.5830987095832825
Model2,50.0,25,0.40151363950318253,84.2948717948718,0.636363685131073
Model2,50.0,26,0.43020041095904815,81.89102564102564,0.5747882723808289
Model2,50.0,27,0.4019000894652727,84.2948717948718,0.636363685131073
Model2,50.0,28,0.42982858314346045,81.73076923076923,0.5706215500831604
Model2,50.0,29,0.3952780994467246,84.77564102564102,0.6484737396240234
Model2,50.0,30,0.3926009140813198,84.77564102564102,0.6484737396240234
Model2,50.0,31,0.38854545436035365,84.77564102564102,0.6484737396240234
Model2,50.0,32,0.4078862852870654,83.33333333333333,0.6119403839111328
Model2,50.0,33,0.3866238672381792,85.09615384615384,0.6565097570419312
Model2,50.0,34,0.42313886218919206,82.05128205128206,0.5789473652839661
Model2,50.0,35,0.3753991994338158,85.09615384615384,0.6571428775787354
Model2,50.0,36,0.3669828687531826,86.0576923076923,0.6810265779495239
Model2,50.0,37,0.38883833988354755,84.93589743589743,0.6524953842163086
Model2,50.0,38,0.3577031383338647,86.69871794871794,0.6973564028739929
Model2,50.0,39,0.4196720426567854,82.37179487179488,0.5872420072555542
Model2,50.0,40,0.41779039074213076,82.53205128205128,0.5913777351379395
Model2,50.0,41,0.41692804984557325,82.6923076923077,0.5955055952072144
Model2,50.0,42,0.4324003311877067,81.89102564102564,0.5747882723808289
Model2,50.0,43,0.39215595891269356,84.77564102564102,0.6484737396240234
Model2,50.0,44,0.378472403360483,85.57692307692308,0.6685082316398621
Model2,50.0,45,0.42013059207835257,82.37179487179488,0.5872420072555542
Model2,50.0,46,0.39171224345381445,84.61538461538461,0.644444465637207
Model2,50.0,47,0.3682893644540738,85.8974358974359,0.6770642995834351
Model2,50.0,48,0.4099877739372926,83.17307692307692,0.6078432202339172
Model2,50.0,49,0.42896931073986566,81.89102564102564,0.5747882723808289
Model2,50.0,50,0.4338775329673902,81.73076923076923,0.5706215500831604
Model2,100.0,1,0.447943165516242,78.2051282051282,0.5027421712875366
Model2,100.0,2,0.4045707193704752,82.53205128205128,0.6165348291397095
Model2,100.0,3,0.42870557117156494,80.76923076923077,0.5497184991836548
Model2,100.0,4,0.6613503439495196,67.46794871794872,0.1637488603591919
Model2,100.0,5,0.3451764388726308,85.57692307692308,0.6756756901741028
Model2,100.0,6,0.6091817839978597,68.75,0.2016376256942749
Model2,100.0,7,0.35181524872015685,85.73717948717949,0.6736938953399658
Model2,100.0,8,0.4157332938451033,84.77564102564102,0.6542312502861023
Model2,100.0,9,0.4829084759530349,76.12179487179488,0.41853657364845276
Model2,100.0,10,0.3005781307434424,88.78205128205128,0.7548161745071411
Model2,100.0,11,0.3504696690883392,85.57692307692308,0.6703296303749084
Model2,100.0,12,0.38027550986944103,83.81410256410257,0.6255791783332825
Model2,100.0,13,0.3580485691244786,85.73717948717949,0.6754785776138306
Model2,100.0,14,0.29689203718533885,88.46153846153847,0.7442274689674377
Model2,100.0,15,0.4422327110018486,79.16666666666667,0.5019157528877258
Model2,100.0,16,0.4443580398383813,80.12820512820512,0.5285170674324036
Model2,100.0,17,0.2676988024360094,90.22435897435898,0.7861525416374207
Model2,100.0,18,0.5730977637741046,74.19871794871794,0.3617441952228546
Model2,100.0,19,0.3408107419426625,86.0576923076923,0.6816102862358093
Model2,100.0,20,0.2878856225273548,88.62179487179488,0.7471059560775757
Model2,100.0,21,0.34031749344789064,86.69871794871794,0.6973564028739929
Model2,100.0,22,0.4086285621309892,82.37179487179488,0.5872420072555542
Model2,100.0,23,0.40535344355381453,84.77564102564102,0.6529681086540222
Model2,100.0,24,0.46434321058675265,80.44871794871794,0.5361216068267822
Model2,100.0,25,0.4190322705663932,82.6923076923077,0.5947467088699341
Model2,100.0,26,0.42593411189050245,82.05128205128206,0.578154444694519
Model2,100.0,27,0.3731567747890949,84.2948717948718,0.6370370388031006
Model2,100.0,28,0.41785916795906347,82.37179487179488,0.5864661931991577
Model2,100.0,29,0.4871349758349168,79.6474358974359,0.5138757228851318
Model2,100.0,30,0.40506270222174817,83.33333333333333,0.6112150549888611
Model2,100.0,31,0.40755187624540085,83.01282051282051,0.6029961705207825
Model2,100.0,32,0.42725427525165754,82.21153846153847,0.5815269351005554
Model2,100.0,33,0.40404888328451377,82.8525641025641,0.5988754034042358
Model2,100.0,34,0.4288434060051655,82.05128205128206,0.578154444694519
Model2,100.0,35,0.3826251200949534,84.77564102564102,0.6484737396240234
Model2,100.0,36,0.3679769788988126,85.25641025641026,0.6611418128013611
Model2,100.0,37,0.3886654373162832,84.2948717948718,0.6356877684593201
Model2,100.0,38,0.36461190124734855,85.73717948717949,0.673094630241394
Model2,100.0,39,0.41662711726549345,82.6923076923077,0.5947467088699341
Model2,100.0,40,0.42569697676942897,82.21153846153847,0.5823142528533936
Model2,100.0,41,0.4278943700572619,82.05128205128206,0.578154444694519
Model2,100.0,42,0.4404430422358788,81.89102564102564,0.5731821656227112
Model2,100.0,43,0.4027646404141799,83.17307692307692,0.6071094870567322
Model2,100.0,44,0.3888649929028291,84.13461538461539,0.6323119401931763
Model2,100.0,45,0.4241830123445162,82.21153846153847,0.5823142528533936
Model2,100.0,46,0.3964737630329835,83.49358974358974,0.6153128147125244
Model2,100.0,47,0.3825518360886818,84.77564102564102,0.6484737396240234
Model2,100.0,48,0.4240788391862924,82.05128205128206,0.578154444694519
Model2,100.0,49,0.44397943462125766,81.57051282051282,0.5648059844970703
Model2,100.0,50,0.4384304648026442,81.89102564102564,0.5731821656227112
Model2,500.0,1,0.4747337714219705,74.67948717948718,0.396946519613266
Model2,500.0,2,0.4112211206020453,81.25,0.5757026076316833
Model2,500.0,3,0.4417058806388806,79.16666666666667,0.5103578567504883
Model2,500.0,4,0.528154765184109,68.58974358974359,0.20000018179416656
Model2,500.0,5,0.3901354766044861,83.49358974358974,0.6311548948287964
Model2,500.0,6,0.3996207828705127,82.21153846153847,0.5989160537719727
Model2,500.0,7,0.5168389164102383,69.39102564102564,0.22593706846237183
Model2,500.0,8,0.4579678724209468,74.83974358974359,0.3908826410770416
Model2,500.0,9,0.4280626158683728,79.16666666666667,0.5158286690711975
Model2,500.0,10,0.45164343141592467,74.67948717948718,0.38640785217285156
Model2,500.0,11,0.4290970938327985,80.60897435897436,0.5497674942016602
Model2,500.0,12,0.4393487725502405,77.88461538461539,0.4762808382511139
Model2,500.0,13,0.44123726853957546,77.40384615384616,0.46540290117263794
Model2,500.0,14,0.46561190256705653,73.5576923076923,0.3548387289047241
Model2,500.0,15,0.4648339033890993,73.5576923076923,0.3548387289047241
Model2,500.0,16,0.4706735889881085,73.23717948717949,0.34573954343795776
Model2,500.0,17,0.4673416996613527,73.87820512820512,0.36390241980552673
Model2,500.0,18,0.454448952124669,75.32051282051282,0.4065510034561157
Model2,500.0,19,0.4599045530343667,74.51923076923077,0.3831230700016022
Model2,500.0,20,0.4663961839217406,73.71794871794872,0.3593750298023224
Model2,500.0,21,0.4759582934471277,72.27564102564102,0.31688061356544495
Model2,500.0,22,0.45650213421919406,74.83974358974359,0.39323675632476807
Model2,500.0,23,0.47203598534449553,72.75641025641026,0.3320235013961792
Model2,500.0,24,0.47138348642068034,73.07692307692308,0.3411763608455658
Model2,500.0,25,0.4629130073082753,74.35897435897436,0.37864089012145996
Model2,500.0,26,0.47650809777088654,72.27564102564102,0.31688061356544495
Model2,500.0,27,0.4625810098189574,74.35897435897436,0.37864089012145996
Model2,500.0,28,0.47084380991947955,73.07692307692308,0.3398820459842682
Model2,500.0,29,0.45735234022140503,74.67948717948718,0.38878145813941956
Model2,500.0,30,0.4524402618408203,75.48076923076923,0.41097205877304077
Model2,500.0,31,0.45319067056362444,75.64102564102564,0.41538453102111816
Model2,500.0,32,0.46520250997482204,73.87820512820512,0.36390241980552673
Model2,500.0,33,0.4544594398675821,75.0,0.39768338203430176
Model2,500.0,34,0.47230298473284793,73.23717948717949,0.34445545077323914
Model2,500.0,35,0.4478801542367691,75.80128205128206,0.4209012985229492
Model2,500.0,36,0.44852220630034423,75.64102564102564,0.41650667786598206
Model2,500.0,37,0.45449096766801983,75.0,0.39768338203430176
Model2,500.0,38,0.44455340657478726,76.6025641025641,0.4438095688819885
Model2,500.0,39,0.46742143424657673,73.5576923076923,0.3548387289047241
Model2,500.0,40,0.4676353346842986,73.3974358974359,0.35029351711273193
Model2,500.0,41,0.4718193171116022,73.23717948717949,0.34445545077323914
Model2,500.0,42,0.47257783244817686,73.23717948717949,0.34445545077323914
Model2,500.0,43,0.4663882576502286,73.87820512820512,0.36390241980552673
Model2,500.0,44,0.4574428441432806,74.83974358974359,0.39323675632476807
Model2,500.0,45,0.4611910528097397,74.35897435897436,0.37864089012145996
Model2,500.0,46,0.45411191001916545,75.0,0.39768338203430176
Model2,500.0,47,0.45200083347467274,75.80128205128206,0.419788658618927
Model2,500.0,48,0.46385380778557217,74.35897435897436,0.37864089012145996
Model2,500.0,49,0.4780350705752006,72.27564102564102,0.31688061356544495
Model2,500.0,50,0.47185709843268764,73.07692307692308,0.3398820459842682
